#,AI1,AI10,AI11,AI2,AI3,AI4,AI5,AI6,AI7,AI8,AI9,AN1,AN10,AN11,AN2,AN3,AN4,AN5,AN6,AN7,AN8,AN9,ANO,ARQ,ART,ATM,GTR,LOC,OBR,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,RA1,RA2,RA3,RA4,RA5,RA6,RA7
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Eloge du paraitre. Paris: P.O.L. editeur, 2000.",Aparencia,Corpo,Presenca,,,,,,,"CAMUS, Renaud.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A moral da mascara: merveilleux, zazous, dandis, punks, etc. Trad. Ana Maria Sherer. Rio de Janeiro: Rocco, 1993.",Aparencia,Corpo,Presenca,,,,,,,"BOLLON, Patrice.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"La Distinction. Paris: Editions de Minuit, 1979.",Aparencia,Corpo,Presenca,,,,,,,"BOURDIEU, Pierre.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A sociologia do corpo. 2 ed. Traducao de Sonia M.S. Fuhrmann. Petropolis, RJ : Vozes, 2007.",Aparencia,Corpo,Presenca,,,,,,,"BRETON, David Le.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"La mise en scene de la vie quotidienne : la presentation de soi. Paris : Editions de Minuit, 1973.",Aparencia,Corpo,Presenca,,,,,,,"GOFFMAN, Erving.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"O Imperio do Efemero: a moda e seu destino nas sociedades modernas. Traducao de Maria Lucia Machado. Sao Paulo: Companhia das Letras, 1989.",Aparencia,Corpo,Presenca,,,,,,,"LIPOVETSKY, Gilles.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Fenomenologia da percepcao. Sao Paulo: Martins Fontes, 1994.",Aparencia,Corpo,Presenca,,,,,,,"MERLEAU-PONTY, Maurice.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Resumes de cours. Paris: Gallimard, 1968.",Aparencia,Corpo,Presenca,,,,,,,"MERLEAU-PONTY, Maurice.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Os meios de comunicacao como extensoes do homem. Traducao de Decio Pignatari. Sao Paulo: Editora Cultrix Ltda., 1964.",Aparencia,Corpo,Presenca,,,,,,,"McLUHAN, Marshall.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Dicionario de filosofia. Sao Paulo: Edicoes Loyola, 2001.",Aparencia,Corpo,Presenca,,,,,,,"MORA, Jose Ferrater.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"F. A gaia ciencia. Traducao de Paulo Cesar de Souza. Sao Paulo: Companhia das Letras, 2001.",Aparencia,Corpo,Presenca,,,,,,,NIETZSCHE.,,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Filosofia da la Moda In: Cultura Feminina y otros ensayos, 4a ed., Epasa- Calpe, Argentina S.A. Bueno Ayres, 1944.",Aparencia,Corpo,Presenca,,,,,,,"SIMMEL, Georg.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Philosophie de la modernite: la femme, la vie, l'individualisme. Traducao de Jean-Louis Vieillard-Baron. Paris: Editions Payot, 1989.",Aparencia,Corpo,Presenca,,,,,,,"SIMMEL, Georg.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Sociologie et epistemologie. Paris: PUF, 1981.",Aparencia,Corpo,Presenca,,,,,,,"SIMMEL, Georg.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"La parure et autres essais. Traducao de Michel Collomb, Philippe Marty et Florence Vinas. Paris : Edition de la Maison des Sciences de l'homme, 1998.",Aparencia,Corpo,Presenca,,,,,,,"SIMMEL, Georg.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Filosofia da moda e outros escritos. Traducao de Artur Morao. Lisboa: Edicoes Texto & Grafia, 2008.",Aparencia,Corpo,Presenca,,,,,,,"SIMMEL, Georg.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Jesse e Oelze, Berthold (Orgs). Simmel e a modernidade. Brasilia: Editora Universidade de Brasilia, 2005.",Aparencia,Corpo,Presenca,,,,,,,"SOUZA,",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Les Lois de L'imitation. Paris: Editions Kime, 1993.",Aparencia,Corpo,Presenca,,,,,,,"TARDE, Gabriel de.",,,,,,
1174,UFRB,,,,,,,,,,,Renata Pitombo Cidreira,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1508.pdf,A aparência corporal como estilização da presença,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Estetica da Comunicacao. Salvador: Quarteto, 2007.",Aparencia,Corpo,Presenca,,,,,,,"VALVERDE, Monclar.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A Imagem Autonoma. Sao Paulo: Editora Perspectiva, 1996.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"COUTINHO, Evaldo.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"O que e Filosofia? Rio de Janeiro: Editora 34, 1992.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"DELEUZE, Gilles.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Art as Experience. New York: Perigee, 2005.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"DEWEY, John.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Fondu-Enchaine - vida, morte e ressurreicao da aura. In: Revista Icone, 1996.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"DUARTE, Eduardo.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"As Estruturas Antropologicas do Imaginario. Lisboa: Editora Presenca,1989.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"DURAND, Gilbert.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Contra o Metodo. Sao Paulo: UNESP, 2007.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"FEYERABEND, Paul.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Verdade e Metodo I: tracos fundamentais de uma hermeneutica filosofica. 6 ed. Trad. Flavio Paulo Meurer. Petropolis, RJ: Vozes, Braganca Paulista, SP: Editora Universitaria Sao Francisco, 1997.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"GADAMER, Hans-Georg.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Critica da Faculdade do Juizo. Rio de Janeiro: Forense Universitaria, 2002.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"KANT, Immanuel.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Historias de Automatos - Da Grecia Classica a Belle Epoque. Sao Paulo: Companhia das Letras, 1992.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"LOSANO, Mario G.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A Arvore do Conhecimento. Campinas: Editorial Psy II, 1995.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"MATURANA, Humberto;","VARELA, Francisco.",,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Ciencia com Consciencia. Rio de Janeiro: Bertrand Brasil, 1996.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"MORIN, Edgar.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A Nova Alianca. Brasilia: Editora UNB, 1997.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"PRIGOGINE, Ilya;","STENGERS, Isabelle.",,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A Mobilizacao Copernicana e o Desarmamento Ptolomaico. Rio de Janeiro: Tempo Brasileiro, 1992.",Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"SLOTERDIJK, Peter.",,,,,,
1175,UFPE,,,,,,,,,,,Eduardo Duarte Gomes da Silva,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1509.pdf,"A vertigem, as desrazões e a modelagem do tempo como fenômenos naturais á construção do conhecimento - por uma epistemologia da experiência estética ",,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,Um Astrophysicien. Paris: Flammarion. 1995.,Desrazao,Vertigem Construcao de conhecimento,,,,,,,,"THUAN, Trinh Xuan.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"O teatro e seu duplo. Sao Paulo: Martins Fontes, 1999.",Corpo,Teatro,Semiotica,,,,,,,"ARTAUD, Antonin.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Anne e LANDAU, Tina. The Viewpoints Book. New York: Theatre Comunications Group, 2005.",Corpo,Teatro,Semiotica,,,,,,,"BOGART,",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"e GREIMAS, A.J. Dicionario de Semiotica. Sao Paulo: Contexto, 2008.",Corpo,Teatro,Semiotica,,,,,,,"COURTES, J.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Cartografias homoafetivas nas espacialidades da urbe: percursos na obra de Caio Fernando Abreu. IN: Cartografias de Foucault. Belo Horizonte: Editora Autentica, 2008.",Corpo,Teatro,Semiotica,,,,,,,"OLIVEIRA, Antonio Eduardo de.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A analise dos espetaculos. Sao Paulo: Perspectiva, 2003.",Corpo,Teatro,Semiotica,,,,,,,"PAVIS, Patrice.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Dicionario de Teatro. Sao Paulo: Perspectiva, 1999.",Corpo,Teatro,Semiotica,,,,,,,"PAVIS, Patrice.",,,,,,
1176,UFMG,,,,,,,,,,,Carlos Magno Camargos Mendonça,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1510.pdf,Aqueles dois: um encontro entre um conto e uma encenação,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Manual de Semiotica. Sao Paulo: Edicoes Loyola, 2008.",Corpo,Teatro,Semiotica,,,,,,,"VOLLI, Ugo.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Homo sacer: o poder soberano e a vida nua I. Trad. Henrique Burigo. Belo Horizonte: Editora UFMG, 2004. 207p.",performance - cinismo - perspectivismo,,,,,,,,,"AGAMBEN, Giorgio.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A imanencia absoluta. In: Alliez, E. Gilles Deleuze: uma vida filosofica. Rio de Janeiro: Ed. 34, 2000a.",performance - cinismo - perspectivismo,,,,,,,,,"AGAMBEN, Giorgio.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Form-of-life. In: Agamben, G. Means Without End: Notes on Politics. Trad. Vincenzo Binetti e Cesare Casarino. Minneapolis: Univ. of Minnesota Press, 2000b.",performance - cinismo - perspectivismo,,,,,,,,,"AGAMBEN, Giorgio.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Noticias de uma guerra cosmopolita. In: Arantes, P. Extincao. Sao Paulo: Boitempo, 2007.",performance - cinismo - perspectivismo,,,,,,,,,"ARANTES, Paulo.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"L'instant d'apres: projectiles pour une politique a l'etat naissant. Paris: La Fabrique Editions, 2006. 249p.",performance - cinismo - perspectivismo,,,,,,,,,"ASPE, Bernard.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"O que pretendemos e desenvolver conexoes transversais (entrevista de Viveiros de Castro e Marcio Goldman). In: Sztutman, R. (Org.) Encontros: Eduardo Viveiros de Castro. Rio de Janeiro: Beco do Azougue, 2008.",performance - cinismo - perspectivismo,,,,,,,,,"BARCELOS NETO, Aristoteles",et al.,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Luc e CHIAPELLO, Eve. Le nouvel esprit du capitalisme. Paris: Editions Gallimard,1999.843p.",performance - cinismo - perspectivismo,,,,,,,,,"BOLTANSKI,",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Maquinas de ver, modos de ser: visibilidade e subjetividade nas novas tecnologias de informacao e comunicacao. Revista Famecos, Porto Alegre, no. 24, jul. 2004.",performance - cinismo - perspectivismo,,,,,,,,,"BRUNO, Fernanda.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A imanencia: uma vida...In: Educacao e realidade. n. 27, v. 2, p. 10-18, jul/dez. 2002.",performance - cinismo - perspectivismo,,,,,,,,,"DELEUZE, Gilles.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"L'individu incertain. Paris: Hachette, 1995. 351p.",performance - cinismo - perspectivismo,,,,,,,,,"EHRENBERG, Alain.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Le culte de la performance. Paris: Hachette, 1991. 323p.",performance - cinismo - perspectivismo,,,,,,,,,"EHRENBERG, Alain.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"O apelo realista: uma expressao estetica da biopolitica. Texto apresentado no XVII Encontro da Compos, na Unip, Sao Paulo, jun. 2008.",performance - cinismo - perspectivismo,,,,,,,,,"FELDMAN, Ilana.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Securite, Territoire, Population: Cours au College de France, 1977-1978. Paris: Seuil/Gallimard, 2004. 435p.",performance - cinismo - perspectivismo,,,,,,,,,"FOUCAULT, Michel.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"La vie: l'experience et la science. In: Foucault, M. Dits et ecrits II, 1976-1988. Paris: Gallimard, 2001.",performance - cinismo - perspectivismo,,,,,,,,,"FOUCAULT, Michel.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A singularidade como figura logica e estetica do documentario. Revista Alceu, v.7, n.13, jul./dez 2006.",performance - cinismo - perspectivismo,,,,,,,,,"GUIMARAES, Cesar.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"A esperanca de Pandora: ensaios sobre a realidade dos estudos cientificos. Bauru, SP: Edusc, 2001.",performance - cinismo - perspectivismo,,,,,,,,,"LATOUR, Bruno.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Nous n'avons jamais ete modernes. Paris: La Decouverte, 1997.",performance - cinismo - perspectivismo,,,,,,,,,"LATOUR, Bruno.",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Mauricio e VAZ, Paulo. Noticias de crime e formacao da opiniao publica: o caso do referendo sobre o comercio de armas no Brasil. In: LOGOS: Midia e democracia. 2007, n. 27, ano 14. Disponivel em: http://www.logos.uerj.br/PDFS/27/07_PAULOVAZ_MAURICIO.pdf. Acesso em 2 abr. 2008. E-ISSN 1982- 2391.",performance - cinismo - perspectivismo,,,,,,,,,"LISSOVSKY,",,,,,,
1177,UFMG,,,,,,,,,,,André Brasil,,,,,,,,,,,2010,http://www.compos.org.br/data/biblioteca_1511.pdf,Formas de vida na imagem: da indeterminação à inconstância,,ESTÉTICAS DA COMUNICAÇÃO,RIO DE JANEIRO/RJ,"Negando o conexionismo: Notas Flanantes e Sabado a Noite ou como ficar a altura do risco real. Revista Significacao, Sao Paulo, n.32, 2009.",performance - cinismo - perspectivismo,,,,,,,,,"MIGLIORIN, Cezar.",,,,,,
